product_id,product_name,image_ref,source_url,source_page,search_query,license,license_url,creator,source,title,retrieved_date
RPL-0016,Bosch 1/2in x 6in Straight Shank Drill Bit,https://m.media-amazon.com/images/I/61rqW9SLQTL.jpg,https://m.media-amazon.com/images/I/61rqW9SLQTL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Bosch 1/2in x 6in Straight Shank Drill Bit,2026-06-28
RPL-0017,Grade 5 Hex Head Bolt 1/2-13 x 2in Box/100,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.harfington.com,Grade 5 Hex Head Bolt 1/2-13 x 2in Box/100,2026-06-28
RPL-0010,Norton 4.5in Grinding Wheel Type 27 60 Grit,https://m.media-amazon.com/images/I/81OU8GZlMSL.jpg,https://m.media-amazon.com/images/I/81OU8GZlMSL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Norton 4.5in Grinding Wheel Type 27 60 Grit,2026-06-28
RPL-0011,3M Cubitron II Flap Disc 967A 80+ Grit,https://images-na.ssl-images-amazon.com/images/I/41ptsaAGQEL.jpg,https://images-na.ssl-images-amazon.com/images/I/41ptsaAGQEL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,images-na.ssl-images-amazon.com,3M Cubitron II Flap Disc 967A 80+ Grit,2026-06-28
RPL-0012,Norton Blaze RapidStrip Disc 4.5in,https://m.media-amazon.com/images/I/81OU8GZlMSL.jpg,https://m.media-amazon.com/images/I/81OU8GZlMSL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Norton Blaze RapidStrip Disc 4.5in,2026-06-28
RPL-0001,SKF Deep Groove Ball Bearing 6205-2RS,https://m.media-amazon.com/images/I/41Oe6Y+UN6L.jpg,https://m.media-amazon.com/images/I/41Oe6Y+UN6L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,SKF Deep Groove Ball Bearing 6205-2RS,2026-06-28
RPL-0002,NSK Deep Groove Ball Bearing 6308-ZZ,https://m.media-amazon.com/images/I/51x-AMmCvhL.jpg,https://m.media-amazon.com/images/I/51x-AMmCvhL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,NSK Deep Groove Ball Bearing 6308-ZZ,2026-06-28
RPL-0018,Grade 5 Hex Nut 1/2-13 UNC Box/100,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.harfington.com,Grade 5 Hex Nut 1/2-13 UNC Box/100,2026-06-28
RPL-0019,F436 Heavy Hex Flat Washer 1/2in Box/100,https://m.media-amazon.com/images/I/71FrpmA21LL.jpg,https://m.media-amazon.com/images/I/71FrpmA21LL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,F436 Heavy Hex Flat Washer 1/2in Box/100,2026-06-28
RPL-0020,Socket Head Cap Screw 1/4-20 x 1in Box/100,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.harfington.com,Socket Head Cap Screw 1/4-20 x 1in Box/100,2026-06-28
RPL-0031,Industrial Shop Cloths 12x12 Box/200,https://m.media-amazon.com/images/I/61BaKOuSBiL.jpg,https://m.media-amazon.com/images/I/61BaKOuSBiL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Industrial Shop Cloths 12x12 Box/200,2026-06-28
RPL-0032,Industrial Masking Tape 2in x 60yd,https://cdn11.bigcommerce.com/s-lzab3xj0a7/images/stencil/500x659/products/2158/13684/Garant-Tap-wrench-adjustable-strengthened_6954__12574.1771341822.jpg?c=1,https://cdn11.bigcommerce.com/s-lzab3xj0a7/images/stencil/500x659/products/2158/13684/Garant-Tap-wrench-adjustable-strengthened_6954__12574.1771341822.jpg?c=1,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,cdn11.bigcommerce.com,Industrial Masking Tape 2in x 60yd,2026-06-28
RPL-0033,Ridgid 10in Heavy Duty Adjustable Wrench,https://images-na.ssl-images-amazon.com/images/I/81pJ6wJXHGL.jpg,https://images-na.ssl-images-amazon.com/images/I/81pJ6wJXHGL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,images-na.ssl-images-amazon.com,Ridgid 10in Heavy Duty Adjustable Wrench,2026-06-28
RPL-0042,Dodge Sure-H Sheave 2-Groove 5/8 Bore,https://m.media-amazon.com/images/I/71-Rd-kL1-L.jpg,https://m.media-amazon.com/images/I/71-Rd-kL1-L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Dodge Sure-H Sheave 2-Groove 5/8 Bore,2026-06-28
RPL-0052,Grade 5 Hex Head Bolt 1/2-13 x 2in Box/100,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.harfington.com,Grade 5 Hex Head Bolt 1/2-13 x 2in Box/100,2026-06-28
RPL-0053,Grade 5 Hex Nut 1/2-13 UNC Box/100,https://m.media-amazon.com/images/I/71FrpmA21LL.jpg,https://m.media-amazon.com/images/I/71FrpmA21LL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Grade 5 Hex Nut 1/2-13 UNC Box/100,2026-06-28
RPL-0054,F436 Heavy Hex Flat Washer 1/2in Box/100,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.harfington.com,F436 Heavy Hex Flat Washer 1/2in Box/100,2026-06-28
RPL-0055,Socket Head Cap Screw 1/4-20 x 1in Box/100,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.harfington.com,Socket Head Cap Screw 1/4-20 x 1in Box/100,2026-06-28
RPL-0021,Eaton E50SA1 Limit Switch,https://m.media-amazon.com/images/I/411NdeyrU7L.jpg,https://m.media-amazon.com/images/I/411NdeyrU7L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Eaton E50SA1 Limit Switch,2026-06-28
RPL-0022,Eaton IEC Contactor 32A 3-Pole 24VAC,https://m.media-amazon.com/images/I/414+OudmdEL.jpg,https://m.media-amazon.com/images/I/414+OudmdEL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Eaton IEC Contactor 32A 3-Pole 24VAC,2026-06-28
RPL-0023,Bosch Cable Tie 12in 50lb Black 100-Pack,https://m.media-amazon.com/images/I/411NdeyrU7L.jpg,https://m.media-amazon.com/images/I/411NdeyrU7L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Bosch Cable Tie 12in 50lb Black 100-Pack,2026-06-28
RPL-0024,Honeywell North 5500 Half Mask Respirator,https://m.media-amazon.com/images/I/61-LABEk6gS.jpg,https://m.media-amazon.com/images/I/61-LABEk6gS.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Honeywell North 5500 Half Mask Respirator,2026-06-28
RPL-0025,3M Half Facepiece Reusable Respirator 7502,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/a2123363-982f-4c9a-b202-9dadef274e3a.__CR0,0,971,601_PT0_SX970_V1___.png","https://m.media-amazon.com/images/S/aplus-media-library-service-media/a2123363-982f-4c9a-b202-9dadef274e3a.__CR0,0,971,601_PT0_SX970_V1___.png",,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,3M Half Facepiece Reusable Respirator 7502,2026-06-28
RPL-0026,Honeywell Uvex Anti-Fog Safety Glasses,https://m.media-amazon.com/images/I/61-LABEk6gS.jpg,https://m.media-amazon.com/images/I/61-LABEk6gS.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Honeywell Uvex Anti-Fog Safety Glasses,2026-06-28
RPL-0027,Honeywell North Chemical Resistant Gloves Large,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/a2123363-982f-4c9a-b202-9dadef274e3a.__CR0,0,971,601_PT0_SX970_V1___.png","https://m.media-amazon.com/images/S/aplus-media-library-service-media/a2123363-982f-4c9a-b202-9dadef274e3a.__CR0,0,971,601_PT0_SX970_V1___.png",,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Honeywell North Chemical Resistant Gloves Large,2026-06-28
RPL-0028,Mobil 1 Synthetic Motor Oil 5W-30 1qt,https://m.media-amazon.com/images/I/71ZskdcQYvL.jpg,https://m.media-amazon.com/images/I/71ZskdcQYvL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Mobil 1 Synthetic Motor Oil 5W-30 1qt,2026-06-28
RPL-0029,Mobilgrease HP Synthetic Grease 14oz,https://m.media-amazon.com/images/I/51qqDQ3NMXL.jpg,https://m.media-amazon.com/images/I/51qqDQ3NMXL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Mobilgrease HP Synthetic Grease 14oz,2026-06-28
RPL-0030,Mobil DTE 25 Hydraulic Oil 1 Gallon ISO VG 46,https://m.media-amazon.com/images/I/71ZskdcQYvL.jpg,https://m.media-amazon.com/images/I/71ZskdcQYvL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Mobil DTE 25 Hydraulic Oil 1 Gallon ISO VG 46,2026-06-28
RPL-0034,Steel Drum Dolly 400 lb Capacity,https://m.media-amazon.com/images/I/61FKw7pxh7L.jpg,https://m.media-amazon.com/images/I/61FKw7pxh7L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Steel Drum Dolly 400 lb Capacity,2026-06-28
RPL-0035,Industrial Folding Hand Truck 800 lb,https://m.media-amazon.com/images/I/413MLLznjZL.jpg,https://m.media-amazon.com/images/I/413MLLznjZL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,Industrial Folding Hand Truck 800 lb,2026-06-28
RPL-0072,"AC-43 Air-Drying Varnish, 1 Gallon, Clear",https://www.electro-wind.com/web-files/Web-pics/Dolphs/drum-white.jpg,https://www.electro-wind.com/web-files/Web-pics/Dolphs/drum-white.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,"AC-43 Air-Drying Varnish, 1 Gallon, Clear",2026-06-28
RPL-0074,"Dolph-Spray ER-41 Air-Drying Varnish, 20 oz, Red",https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,arandee.co.nz,"Dolph-Spray ER-41 Air-Drying Varnish, 20 oz, Red",2026-06-28
RPL-0075,"Electrolock EL400/C12 Two-Component Epoxy Resin, 100 g",https://image.made-in-china.com/202f0j00mcqbGiHnlukS/Professional-Customized-Two-Component-Epoxy-Resin-Potting-Compound-for-Electrical-Waterproof-Function.webp,https://image.made-in-china.com/202f0j00mcqbGiHnlukS/Professional-Customized-Two-Component-Epoxy-Resin-Potting-Compound-for-Electrical-Waterproof-Function.webp,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,image.made-in-china.com,"Electrolock EL400/C12 Two-Component Epoxy Resin, 100 g",2026-06-28
RPL-0076,"Lectromat B-Stage Fiberglass Surge Rope, 1/4 in x 100 ft, White",https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,"Lectromat B-Stage Fiberglass Surge Rope, 1/4 in x 100 ft, White",2026-06-28
RPL-0077,"Lectromat B-Stage Fiberglass Surge Rope, 3/8 in x 100 ft Coil, White",https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,"Lectromat B-Stage Fiberglass Surge Rope, 3/8 in x 100 ft Coil, White",2026-06-28
RPL-0078,"Von Roll 76831 Permafil Polyester Surge Rope, 3/8 in x 50 ft Spool",https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,"Von Roll 76831 Permafil Polyester Surge Rope, 3/8 in x 50 ft Spool",2026-06-28
RPL-0080,"DuPont Mylar MO Polyester Film Sheet, 14 Mil x 24 x 36 in",https://s.alicdn.com/@sc04/kf/Hb8caa3dba40c4ba3ab96387fc4fe52e8P.jpg_300x300.jpg,https://s.alicdn.com/@sc04/kf/Hb8caa3dba40c4ba3ab96387fc4fe52e8P.jpg_300x300.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,s.alicdn.com,"DuPont Mylar MO Polyester Film Sheet, 14 Mil x 24 x 36 in",2026-06-28
RPL-0081,"DuPont Nomex 414 Paper Sheet, 15 Mil x 36 x 36 in",https://www.elangmas.com/images/product/zoom/RF20160132_-_DUPONT_Nomex_PAPER_TYPE_410_DATA_SHEET.png,https://www.elangmas.com/images/product/zoom/RF20160132_-_DUPONT_Nomex_PAPER_TYPE_410_DATA_SHEET.png,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.elangmas.com,"DuPont Nomex 414 Paper Sheet, 15 Mil x 36 x 36 in",2026-06-28
RPL-0083,"Von Roll Acuflex 76851 Heat Shrink PET Tape, 2 Mil x 3/4 in x 120 yd",https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,"Von Roll Acuflex 76851 Heat Shrink PET Tape, 2 Mil x 3/4 in x 120 yd",2026-06-28
RPL-0084,".005 in WC Mylar Tape, 0.812 in x 350 ft",https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,".005 in WC Mylar Tape, 0.812 in x 350 ft",2026-06-28
RPL-0085,".005 in WC Mylar Tape, 0.531 in x 350 ft",https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,".005 in WC Mylar Tape, 0.531 in x 350 ft",2026-06-28
RPL-0086,".005 in WC Mylar Tape, 0.406 in x 350 ft",https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,".005 in WC Mylar Tape, 0.406 in x 350 ft",2026-06-28
RPL-0087,".005 in WC Mylar Tape, 0.25 in x 350 ft",https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.electro-wind.com,".005 in WC Mylar Tape, 0.25 in x 350 ft",2026-06-28
RPL-0089,"Von Roll Thermal H10 PSA Glass Cloth Tape, 3/4 in x 36 yd",https://m.media-amazon.com/images/I/81+Zx3H4uuL.jpg,https://m.media-amazon.com/images/I/81+Zx3H4uuL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,"Von Roll Thermal H10 PSA Glass Cloth Tape, 3/4 in x 36 yd",2026-06-28
RPL-0090,"Von Roll Thermal H PSA Glass Cloth Tape, 1 in x 36 yd",https://m.media-amazon.com/images/I/81+Zx3H4uuL.jpg,https://m.media-amazon.com/images/I/81+Zx3H4uuL.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,m.media-amazon.com,"Von Roll Thermal H PSA Glass Cloth Tape, 1 in x 36 yd",2026-06-28
RPL-0091,"3M 56 Polyester Electrical Tape, 1/4 in x 72 yd x 2.3 Mil, Yellow",https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,images-na.ssl-images-amazon.com,"3M 56 Polyester Electrical Tape, 1/4 in x 72 yd x 2.3 Mil, Yellow",2026-06-28
RPL-0092,"3M 56 Polyester Electrical Tape, 1/2 in x 72 yd x 2.3 Mil, Yellow",https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,images-na.ssl-images-amazon.com,"3M 56 Polyester Electrical Tape, 1/2 in x 72 yd x 2.3 Mil, Yellow",2026-06-28
RPL-0093,"3M 56 Polyester Electrical Tape, 1 in x 72 yd x 2.3 Mil, Yellow",https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,images-na.ssl-images-amazon.com,"3M 56 Polyester Electrical Tape, 1 in x 72 yd x 2.3 Mil, Yellow",2026-06-28
RPL-0095,"Von Roll Poly Glas 76870 Polyester Banding Tape, 1 in x 250 yd",https://www.elektrabg.com/wp-content/uploads/2023/10/vrav.jpg,https://www.elektrabg.com/wp-content/uploads/2023/10/vrav.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.elektrabg.com,"Von Roll Poly Glas 76870 Polyester Banding Tape, 1 in x 250 yd",2026-06-28
RPL-0071,"Dolph-Spray EB-41 Air-Drying Urethane Varnish, 20 oz, Black",https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,arandee.co.nz,"Dolph-Spray EB-41 Air-Drying Urethane Varnish, 20 oz, Black",2026-06-28
RPL-0073,"Sprayon EL600 Insulating Varnish, 20 oz, Clear",https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,arandee.co.nz,"Sprayon EL600 Insulating Varnish, 20 oz, Clear",2026-06-28
RPL-0079,"Dow Corning 738 Xiameter Electrical Sealant, 300 mL, White",https://www.ellsworth.com/globalassets/catalogs/dow-corning-738-white-300ml_431x431.jpg,https://www.ellsworth.com/globalassets/catalogs/dow-corning-738-white-300ml_431x431.jpg,,Imported from Replit reference product imageUrl,Replit reference remote image URL; commercial-use rights not verified. Replace with local licensed asset before external customer demo.,,,www.ellsworth.com,"Dow Corning 738 Xiameter Electrical Sealant, 300 mL, White",2026-06-28
