id,sku,name,categoryId,categoryName,manufacturerId,manufacturerName,description,unitOfMeasure,availableQty,price,showPrice,imageUrl,specSheetUrl,featured,specs,pricingTiers,isActive,createdAt
1,SKF-6205-2RS,SKF Deep Groove Ball Bearing 6205-2RS,1,Bearings,1,SKF,"Single row deep groove ball bearing with rubber seals on both sides. Bore 25mm, OD 52mm, Width 15mm. Suitable for electric motors, pumps, and gearboxes.",Each,145,12.50,True,https://m.media-amazon.com/images/I/41Oe6Y+UN6L.jpg,,False,,,True,2026-05-14T22:10:55.154Z
2,NSK-6308-ZZ,NSK Deep Groove Ball Bearing 6308-ZZ,1,Bearings,2,NSK,"Single row deep groove ball bearing with metal shields. Bore 40mm, OD 90mm, Width 23mm. Metal shields for light contamination protection.",Each,78,28.75,True,https://m.media-amazon.com/images/I/51x-AMmCvhL.jpg,,False,,,True,2026-05-14T22:10:56.383Z
18,FAS-HHN-1/2-13,Grade 5 Hex Nut 1/2-13 UNC Box/100,5,Fasteners,8,Fastenal,"Grade 5 finished hex nut, 1/2-13 UNC, zinc plated. Meets SAE J995 Grade 5 specification.",Box/100,73,9.75,True,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,,False,,,True,2026-05-14T22:11:19.278Z
19,FAS-FW-1/2-HVY,F436 Heavy Hex Flat Washer 1/2in Box/100,5,Fasteners,8,Fastenal,"F436 heavy hex structural flat washer for 1/2 bolts. Hardened steel, zinc plated. For structural bolting applications.",Box/100,156,11.25,True,https://m.media-amazon.com/images/I/71FrpmA21LL.jpg,,False,,,True,2026-05-14T22:11:20.846Z
20,FAS-SHC-1/4-20x1,Socket Head Cap Screw 1/4-20 x 1in Box/100,5,Fasteners,8,Fastenal,"Alloy steel socket head cap screw, 1/4-20 UNC x 1 length, black oxide. ANSI B18.3 standard.",Box/100,215,19.00,True,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,,False,,,True,2026-05-14T22:11:22.044Z
31,MRO-CLOTH-12,Industrial Shop Cloths 12x12 Box/200,9,MRO Supplies,,,"White cotton shop cloths for cleaning and wiping. 12 x 12, 200 count box. Lint-free, reusable, and machine washable.",Box/200,67,28.00,True,https://m.media-amazon.com/images/I/61BaKOuSBiL.jpg,,False,,,True,2026-05-14T22:11:40.629Z
32,MRO-TAPE-2X60,Industrial Masking Tape 2in x 60yd,9,MRO Supplies,,,"General purpose masking tape, 2 x 60 yards. Medium adhesion, clean removal. For masking during painting, holding, and bundling.",Roll,234,4.75,True,https://cdn11.bigcommerce.com/s-lzab3xj0a7/images/stencil/500x659/products/2158/13684/Garant-Tap-wrench-adjustable-strengthened_6954__12574.1771341822.jpg?c=1,,False,,,True,2026-05-14T22:11:43.222Z
33,RDG-31610,Ridgid 10in Heavy Duty Adjustable Wrench,9,MRO Supplies,13,Ridgid,"Heavy-duty adjustable wrench with I-beam handle. 10 length, 1-5/8 jaw capacity. Drop-forged steel for maximum strength.",Each,5,42.00,True,https://images-na.ssl-images-amazon.com/images/I/81pJ6wJXHGL.jpg,,False,,,True,2026-05-14T22:11:44.816Z
42,DODGE-SH-2-58,Dodge Sure-H Sheave 2-Groove 5/8 Bore,2,Power Transmission,4,Dodge,"2-groove sheave for B/C section belts. 5/8 bore, 6 pitch diameter. Cast iron construction.",Each,42,54.00,True,https://m.media-amazon.com/images/I/71-Rd-kL1-L.jpg,,False,,,True,2026-05-14T22:13:13.067Z
52,FAS-HHB-12-13x2,Grade 5 Hex Head Bolt 1/2-13 x 2in Box/100,5,Fasteners,8,Fastenal,"Grade 5 hex head cap screw, 1/2-13 UNC x 2 length, zinc plated. Meets SAE J429 Grade 5.",Box/100,48,24.50,True,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,,False,,,True,2026-05-14T22:13:27.387Z
53,FAS-HHN-12-13,Grade 5 Hex Nut 1/2-13 UNC Box/100,5,Fasteners,8,Fastenal,"Grade 5 finished hex nut, 1/2-13 UNC, zinc plated. Meets SAE J995 Grade 5 specification.",Box/100,73,9.75,True,https://m.media-amazon.com/images/I/71FrpmA21LL.jpg,,False,,,True,2026-05-14T22:13:29.476Z
54,FAS-FW-12-HVY,F436 Heavy Hex Flat Washer 1/2in Box/100,5,Fasteners,8,Fastenal,"F436 heavy hex structural flat washer for 1/2 bolts. Hardened steel, zinc plated.",Box/100,156,11.25,True,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d02_400x.jpg?v=1778292209,,False,,,True,2026-05-14T22:13:30.905Z
55,FAS-SHC-14-20x1,Socket Head Cap Screw 1/4-20 x 1in Box/100,5,Fasteners,8,Fastenal,"Alloy steel socket head cap screw, 1/4-20 UNC x 1 length, black oxide. ANSI B18.3 standard.",Box/100,215,19.00,True,https://www.harfington.com/cdn/shop/files/ux_a25032500ux3856_ux_d03_400x.jpg?v=1778292211,,False,,,True,2026-05-14T22:13:32.538Z
21,EAT-E50SA1,Eaton E50SA1 Limit Switch,6,Electrical,9,Eaton,"Standard enclosed limit switch, top push roller plunger actuator, SPDT contacts. NEMA 4, 4X, 12, 13 rated. 600V AC/250V DC.",Each,34,89.50,True,https://m.media-amazon.com/images/I/411NdeyrU7L.jpg,,False,,,True,2026-05-14T22:11:23.447Z
22,EAT-XTCE032B10,Eaton IEC Contactor 32A 3-Pole 24VAC,6,Electrical,9,Eaton,"IEC contactor, 32A, 3-pole, 24VAC coil, 1 N.O. auxiliary contact. For motor control and switching applications up to 15HP at 460V.",Each,19,142.00,False,https://m.media-amazon.com/images/I/414+OudmdEL.jpg,,False,,,True,2026-05-14T22:11:25.072Z
23,BOSH-CableTie-100,Bosch Cable Tie 12in 50lb Black 100-Pack,6,Electrical,14,Bosch,"Nylon cable ties, 12 length, 50 lb tensile strength, UV-resistant black. Pack of 100. For wire management and bundling.",Pack/100,342,6.95,True,https://m.media-amazon.com/images/I/411NdeyrU7L.jpg,,False,,,True,2026-05-14T22:11:26.969Z
24,HON-1010931,Honeywell North 5500 Half Mask Respirator,7,Safety Supplies,15,Honeywell,"Low-profile half-face respirator, medium size. Accepts North P100, organic vapor, and combination cartridges. NIOSH approved.",Each,87,28.00,True,https://m.media-amazon.com/images/I/61-LABEk6gS.jpg,,False,,,True,2026-05-14T22:11:28.367Z
25,3M-7502,3M Half Facepiece Reusable Respirator 7502,7,Safety Supplies,10,3M,"Half facepiece respirator, medium size. Bayonet-style cartridge connection. Soft, silicone facepiece for extended wear comfort. NIOSH approved.",Each,112,24.00,True,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/a2123363-982f-4c9a-b202-9dadef274e3a.__CR0,0,971,601_PT0_SX970_V1___.png",,False,,,True,2026-05-14T22:11:30.844Z
26,HON-GH-15KO,Honeywell Uvex Anti-Fog Safety Glasses,7,Safety Supplies,15,Honeywell,"Uvex S3200 Genesis XC safety glasses. Scratch and fog resistant, clear lens, black frame. ANSI Z87.1 rated.",Each,265,7.50,True,https://m.media-amazon.com/images/I/61-LABEk6gS.jpg,,False,,,True,2026-05-14T22:11:32.123Z
27,HON-SSB10G-L,Honeywell North Chemical Resistant Gloves Large,7,Safety Supplies,15,Honeywell,"Chemical resistant neoprene gloves, 14 length, Large size. Excellent resistance to oils, acids, and solvents. 30 mil thickness.",Pair,178,12.50,True,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/a2123363-982f-4c9a-b202-9dadef274e3a.__CR0,0,971,601_PT0_SX970_V1___.png",,False,,,True,2026-05-14T22:11:33.567Z
28,MOB-MBL-1,Mobil 1 Synthetic Motor Oil 5W-30 1qt,8,Lubricants,11,Mobil,Full synthetic motor oil for extended drain intervals. Exceptional protection at temperature extremes. Meets GM dexos1 Gen 2 and API SP specifications.,Quart,423,8.95,True,https://m.media-amazon.com/images/I/71ZskdcQYvL.jpg,,False,,,True,2026-05-14T22:11:35.103Z
29,MOB-MGS-HP-1,Mobilgrease HP Synthetic Grease 14oz,8,Lubricants,11,Mobil,"Synthetic lithium complex grease, NLGI Grade 2. For high-speed, high-temperature bearing applications. -40F to 350F service range.",Cartridge,156,14.25,True,https://m.media-amazon.com/images/I/51qqDQ3NMXL.jpg,,False,,,True,2026-05-14T22:11:36.278Z
30,MOB-DTE-25,Mobil DTE 25 Hydraulic Oil 1 Gallon ISO VG 46,8,Lubricants,11,Mobil,Premium performance hydraulic oil ISO VG 46. Provides excellent wear protection and system cleanliness for hydraulic equipment.,Gallon,89,22.50,True,https://m.media-amazon.com/images/I/71ZskdcQYvL.jpg,,False,,,True,2026-05-14T22:11:39.448Z
34,MAT-HC-2-40,Steel Drum Dolly 400 lb Capacity,10,Material Handling,,,"Heavy-duty steel drum dolly for 55-gallon drums. 400 lb capacity, 4 swivel casters with polyurethane wheels. 24 diameter platform.",Each,23,89.00,True,https://m.media-amazon.com/images/I/61FKw7pxh7L.jpg,,False,,,True,2026-05-14T22:11:46.168Z
35,MAT-FC-2000,Industrial Folding Hand Truck 800 lb,10,Material Handling,,,"Foldable steel hand truck with 800 lb capacity. 10 pneumatic wheels, stair climbers included. Converts between upright and platform configurations.",Each,8,175.00,False,https://m.media-amazon.com/images/I/413MLLznjZL.jpg,,False,,,True,2026-05-14T22:11:47.515Z
72,DOLAC43G,"AC-43 Air-Drying Varnish, 1 Gallon, Clear",11,Electrical Insulation,16,Von Roll,"Von Roll/John C Dolph Synthite AC-43 is an air-drying alkyd-based varnish for insulating electrical motor windings. Available in a 1-gallon container for dip, flow, or brush application. Excellent adhesion to magnet wire and winding materials.",Gallon,25,85.20,True,https://www.electro-wind.com/web-files/Web-pics/Dolphs/drum-white.jpg,,False,"{'Size': '1 Gallon', 'Type': 'Alkyd Air-Drying Varnish', 'Color': 'Clear', 'Application': 'Dip / Flow / Brush', 'Thermal Class': 'B (130 C)'}",,True,2026-05-15T09:24:09.427Z
74,DOLER41,"Dolph-Spray ER-41 Air-Drying Varnish, 20 oz, Red",11,Electrical Insulation,16,Von Roll,Von Roll/John C Dolph Synthite Dolph-Spray ER-41 is a solvent-based air-drying varnish in a 20 oz aerosol can. The distinctive red color makes it easy to identify coated areas during winding. Excellent for motor and transformer insulation.,Can,50,13.85,True,https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,,False,"{'Size': '20 oz', 'Type': 'Air-Drying Varnish', 'Color': 'Red', 'Application': 'Aerosol Spray', 'Thermal Class': 'B (130 C)'}",,True,2026-05-15T09:24:09.443Z
75,EPOEL400-C12100GM,"Electrolock EL400/C12 Two-Component Epoxy Resin, 100 g",11,Electrical Insulation,20,Electrolock,"Electrolock EL400/C12 is a two-component epoxy resin system for potting and encapsulating electrical components. Provides superior electrical insulation, chemical resistance, and mechanical strength. 100 g kit includes resin and hardener.",Kit,30,23.09,True,https://image.made-in-china.com/202f0j00mcqbGiHnlukS/Professional-Customized-Two-Component-Epoxy-Resin-Potting-Compound-for-Electrical-Waterproof-Function.webp,,False,"{'Cure': 'Room Temperature', 'Type': 'Two-Component Epoxy', 'Weight': '100 g', 'Mix Ratio': 'Per Data Sheet', 'Application': 'Potting / Encapsulation'}",,True,2026-05-15T09:24:09.450Z
76,BANDLG14H1-4,"Lectromat B-Stage Fiberglass Surge Rope, 1/4 in x 100 ft, White",11,Electrical Insulation,21,Lectromat,"Lectromat BANDLG14H1/4 B-Stage Fiberglass Surge Rope for coil bracing and blocking in electrical motor windings. 1/4 inch diameter, 100 ft length in white. B-stage resin impregnated for heat-cured bonding after winding. Priced per foot.",ft,500,2.63,True,https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,,False,"{'Type': 'B-Stage Fiberglass', 'Color': 'White', 'Length': '100 ft', 'Diameter': '1/4 in', 'Application': 'Surge Rope / Coil Bracing'}",,True,2026-05-15T09:24:09.458Z
77,BANDLG14H3-8,"Lectromat B-Stage Fiberglass Surge Rope, 3/8 in x 100 ft Coil, White",11,Electrical Insulation,21,Lectromat,Lectromat BANDLG14H3/8 B-Stage Fiberglass Surge Rope for coil bracing and blocking in electrical motor windings. 3/8 inch diameter x 100-foot coil in white. B-stage resin impregnated for heat-cured bonding. Essential for surge protection in high-voltage windings.,Coil,20,317.82,True,https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,,False,"{'Type': 'B-Stage Fiberglass', 'Color': 'White', 'Length': '100 ft', 'Diameter': '3/8 in', 'Application': 'Surge Rope / Coil Bracing'}",,True,2026-05-15T09:24:09.466Z
78,BAND768313-8,"Von Roll 76831 Permafil Polyester Surge Rope, 3/8 in x 50 ft Spool",11,Electrical Insulation,16,Von Roll,Von Roll 76831 Permafil polyester surge rope on a 50-foot spool for end-turn blocking and bracing in electrical motor and generator windings. 3/8 inch diameter provides excellent mechanical support and vibration resistance.,Spool,15,263.00,True,https://www.electro-wind.com/web-files/Web-pics/Fibertek/surge-rope.jpg,,False,"{'Type': 'Surge Rope', 'Length': '50 ft', 'Diameter': '3/8 in', 'Material': 'Polyester', 'Application': 'End-Turn Blocking / Bracing'}",,True,2026-05-15T09:24:09.474Z
80,MYLAR1401,"DuPont Mylar MO Polyester Film Sheet, 14 Mil x 24 x 36 in",11,Electrical Insulation,18,DuPont,"DuPont Mylar MO biaxially oriented polyester film sheet provides excellent dielectric strength and mechanical properties for slot liner and phase insulation in electrical motors. 14 mil thickness, 24 x 36 inch sheet size.",Sheet,100,6.00,True,https://s.alicdn.com/@sc04/kf/Hb8caa3dba40c4ba3ab96387fc4fe52e8P.jpg_300x300.jpg,,False,"{'Width': '24 in', 'Length': '36 in', 'Material': 'Biaxially Oriented Polyester', 'Thickness': '14 Mil', 'Dielectric Strength': '5500 V/mil'}",,True,2026-05-15T09:24:09.490Z
81,NMX4141502,"DuPont Nomex 414 Paper Sheet, 15 Mil x 36 x 36 in",11,Electrical Insulation,18,DuPont,"DuPont Nomex 414 is a composite NMN insulation paper combining Nomex Type 410 paper laminated with Mylar polyester film. Ideal for slot liner insulation in motors and generators. 15 mil thickness, 36 x 36 inch sheet.",Sheet,75,39.00,True,https://www.elangmas.com/images/product/zoom/RF20160132_-_DUPONT_Nomex_PAPER_TYPE_410_DATA_SHEET.png,,False,"{'Type': 'Composite NMN', 'Width': '36 in', 'Length': '36 in', 'Thickness': '15 Mil', 'Thermal Class': 'F (155 C)'}",,True,2026-05-15T09:24:09.496Z
83,MYLAR7685103,"Von Roll Acuflex 76851 Heat Shrink PET Tape, 2 Mil x 3/4 in x 120 yd",12,Specialty Tapes & Films,16,Von Roll,"Von Roll Acuflex Mylar 76851 is a heat-shrink biaxially oriented PET flexible tape roll. Provides phase-to-phase and turn insulation in motor windings. 2 mil thickness, 3/4 inch width, 120-yard roll.",Roll,60,22.63,True,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,False,"{'Width': '3/4 in', 'Length': '120 yd', 'Material': 'Heat Shrink PET', 'Thickness': '2 Mil', 'Application': 'Motor Winding Insulation'}",,True,2026-05-15T09:24:09.510Z
84,91146458125625,".005 in WC Mylar Tape, 0.812 in x 350 ft",12,Specialty Tapes & Films,18,DuPont,"DuPont WC Mylar polyester film tape, 0.005 inch thickness, 0.812 inch wide x 350 ft long. Used for slot liner, phase separator, and turn insulation in electrical motor windings. Excellent dielectric properties.",Roll,80,15.10,True,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,False,"{'Width': '0.812 in', 'Length': '350 ft', 'Material': 'WC Polyester Film', 'Thickness': '0.005 in', 'Application': 'Motor Winding Insulation'}",,True,2026-05-15T09:24:09.515Z
85,9114645531625,".005 in WC Mylar Tape, 0.531 in x 350 ft",12,Specialty Tapes & Films,18,DuPont,"DuPont WC Mylar polyester film tape, 0.005 inch thickness, 0.531 inch wide x 350 ft long. Used for slot liner, phase separator, and turn insulation in electrical motor windings.",Roll,80,14.20,True,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,False,"{'Width': '0.531 in', 'Length': '350 ft', 'Material': 'WC Polyester Film', 'Thickness': '0.005 in', 'Application': 'Motor Winding Insulation'}",,True,2026-05-15T09:24:09.521Z
86,9114645406625,".005 in WC Mylar Tape, 0.406 in x 350 ft",12,Specialty Tapes & Films,18,DuPont,"DuPont WC Mylar polyester film tape, 0.005 inch thickness, 0.406 inch wide x 350 ft long. For slot liner, phase separator, and turn insulation in electrical motor windings.",Roll,80,16.18,True,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,False,"{'Width': '0.406 in', 'Length': '350 ft', 'Material': 'WC Polyester Film', 'Thickness': '0.005 in', 'Application': 'Motor Winding Insulation'}",,True,2026-05-15T09:24:09.527Z
87,911464MYL5X250,".005 in WC Mylar Tape, 0.25 in x 350 ft",12,Specialty Tapes & Films,18,DuPont,"DuPont WC Mylar polyester film tape, 0.005 inch thickness, 0.25 inch wide x 350 ft long. Narrowest standard width for precision motor winding insulation applications.",Roll,80,14.99,True,https://www.electro-wind.com/web-files/Web-pics/3M/3m56.jpg,,False,"{'Width': '0.25 in', 'Length': '350 ft', 'Material': 'WC Polyester Film', 'Thickness': '0.005 in', 'Application': 'Motor Winding Insulation'}",,True,2026-05-15T09:24:09.533Z
89,THERM10PSTX75,"Von Roll Thermal H10 PSA Glass Cloth Tape, 3/4 in x 36 yd",12,Specialty Tapes & Films,16,Von Roll,"Von Roll Thermal H10 Acrylic Pressure Sensitive Adhesive varnished fiberglass glass cloth tape. 10 mil thickness, 3/4 inch wide, 36-yard roll. Used for binding, bracing, and insulating motor coils. Excellent heat resistance.",Roll,35,25.78,True,https://m.media-amazon.com/images/I/81+Zx3H4uuL.jpg,,False,"{'Width': '3/4 in', 'Length': '36 yd', 'Adhesive': 'Acrylic PSA', 'Material': 'Varnished Glass Cloth', 'Thickness': '10 Mil'}",,True,2026-05-15T09:24:09.546Z
90,THERM10PSX100,"Von Roll Thermal H PSA Glass Cloth Tape, 1 in x 36 yd",12,Specialty Tapes & Films,16,Von Roll,"Von Roll Thermal H Acrylic Pressure Sensitive Adhesive varnished fiberglass glass cloth tape. 10 mil thickness, 1 inch wide, 36-yard roll. Ideal for binding, bracing, and insulating motor and transformer coils.",Roll,35,33.94,True,https://m.media-amazon.com/images/I/81+Zx3H4uuL.jpg,,False,"{'Width': '1 in', 'Length': '36 yd', 'Adhesive': 'Acrylic PSA', 'Material': 'Varnished Glass Cloth', 'Thickness': '10 Mil'}",,True,2026-05-15T09:24:09.551Z
91,3M56X25,"3M 56 Polyester Electrical Tape, 1/4 in x 72 yd x 2.3 Mil, Yellow",12,Specialty Tapes & Films,10,3M,"3M 56 is a heat-resistant polyester electrical tape with rubber adhesive. 2.3 mil thickness, 1/4 inch wide, 72-yard roll in yellow. Used for wrapping motor and transformer coils. Excellent dielectric and mechanical properties.",Roll,120,6.70,True,https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,,False,"{'Color': 'Yellow', 'Width': '1/4 in', 'Length': '72 yd', 'Material': 'Polyester Film', 'Max Temp': '130 C', 'Thickness': '2.3 Mil'}",,True,2026-05-15T09:24:09.557Z
92,3M56X50,"3M 56 Polyester Electrical Tape, 1/2 in x 72 yd x 2.3 Mil, Yellow",12,Specialty Tapes & Films,10,3M,"3M 56 heat-resistant polyester electrical tape with rubber adhesive. 2.3 mil thickness, 1/2 inch wide, 72-yard roll in yellow. Standard width for motor and transformer coil wrapping applications.",Roll,120,15.16,True,https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,,False,"{'Color': 'Yellow', 'Width': '1/2 in', 'Length': '72 yd', 'Material': 'Polyester Film', 'Max Temp': '130 C', 'Thickness': '2.3 Mil'}",,True,2026-05-15T09:24:09.563Z
93,3M56X100,"3M 56 Polyester Electrical Tape, 1 in x 72 yd x 2.3 Mil, Yellow",12,Specialty Tapes & Films,10,3M,"3M 56 heat-resistant polyester electrical tape with rubber adhesive. 2.3 mil thickness, 1 inch wide, 72-yard roll in yellow. Wide format for larger motor and transformer coil wrapping and bracing.",Roll,120,25.00,True,https://images-na.ssl-images-amazon.com/images/I/510oMYUX41L.jpg,,False,"{'Color': 'Yellow', 'Width': '1 in', 'Length': '72 yd', 'Material': 'Polyester Film', 'Max Temp': '130 C', 'Thickness': '2.3 Mil'}",,True,2026-05-15T09:24:09.569Z
95,BAND7687010-1,"Von Roll Poly Glas 76870 Polyester Banding Tape, 1 in x 250 yd",12,Specialty Tapes & Films,16,Von Roll,"Von Roll Poly Glas 76870 woven polyester banding tape with pressure-sensitive adhesive. 11.5 mil thickness, 1 inch wide, 250-yard roll. For binding and bracing motor coil end-turns where greater width provides added support.",Roll,25,221.10,True,https://www.elektrabg.com/wp-content/uploads/2023/10/vrav.jpg,,False,"{'Width': '1 in', 'Length': '250 yd', 'Material': 'Woven Polyester', 'Thickness': '11.5 Mil', 'Application': 'Coil Banding / End-Turn Bracing'}",,True,2026-05-15T09:24:09.581Z
71,DOLEB41,"Dolph-Spray EB-41 Air-Drying Urethane Varnish, 20 oz, Black",11,Electrical Insulation,16,Von Roll,"Von Roll/John C Dolph Synthite Dolph-Spray EB-41 is a fast-drying solvent-based urethane varnish in a convenient 20 oz aerosol can. Ideal for single-phase electrical motor windings, providing excellent moisture and chemical resistance. Black finish.",Can,50,13.85,True,https://arandee.co.nz/wp-content/uploads/2022/11/Sprayon_Insultating_Varnish_Clear.jpg,,True,"{'Size': '20 oz', 'Type': 'Air-Drying Urethane Varnish', 'Color': 'Black', 'Application': 'Aerosol Spray', 'Thermal Class': 'B (130 C)'}",,True,2026-05-15T09:24:09.300Z
